Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Nummer,path,thumb,Techniken,Motiven,Darstellungsformen
2934,2016,zT,Ac,B,,,10x11,klein,breit,,,U,,,,,,H2,v,Par7a,,kleine Hommage an Cy Twombly,iBdK,,,,,2934,images/WV_ab 2870/2934.jpg,images/WV_ab 2870/thumb/2934.jpg,zT Ac B  ,   , 
2935,2017,zT,B,G,,,15x21,klein,breit,,,U,,,,,,H2,gr,Par7a,,Variation zu einer Malerei von Jasper Johns,iBdK,,,,,2935,images/WV_ab 2870/2935.jpg,images/WV_ab 2870/thumb/2935.jpg,zT B G  ,   , 
2936,2016,zT,B,Fs,,,21x30,klein,breit,,Fro,U,,,,,,H1,gr,Par7a,fis,eine kleine Hommage an Cy Twombly,iBdK,,,,,2936,images/WV_ab 2870/2936.jpg,images/WV_ab 2870/thumb/2936.jpg,zT B Fs  ,   , Fro
2937,2013,zT,Dd,B,,,21x21,klein,quadratisch,,,UnG,mF,Ar,,,,H1,gr,Par7a,,"Locarno, Caffé Planzi"" (nach Varlin)",iBdK,,,,,2937,images/WV_ab 2870/2937.jpg,images/WV_ab 2870/thumb/2937.jpg,zT Dd B  ,mF Ar  , 
2938,2016,Mt,Dd,B,T,Sc,11x15,klein,breit,Gi,,U,,,,,,H4,gr,Par7a,,kleine Hommage an Otto Lehmann,iBdK,,,,,2938,images/WV_ab 2870/2938.jpg,images/WV_ab 2870/thumb/2938.jpg,Mt Dd B T Sc,   ,Gi 
2939,2004,zT,Dd,T,,,9x11,klein,breit,,,UnG,P,mF,,,,H4,gr,Par7a,,"Priester, Priesterin (zu Emma Kunz)",iBdK,,,,,2939,images/WV_ab 2870/2939.jpg,images/WV_ab 2870/thumb/2939.jpg,zT Dd T  ,P mF  , 
2940,2012,Mt,Dd,Opl,B,,11x15,klein,breit,,,U,,,,,,H3,cf,Par7a,sch,Dreiklang (zu Emma Kunz),iBdK,,,,,2940,images/WV_ab 2870/2940.jpg,images/WV_ab 2870/thumb/2940.jpg,Mt Dd Opl B ,   , 
2941,2002,zT,Dd,Fa,,,9x11,klein,breit,Lst,,U,,,,,,H3 ,cf,Par7a,,Improvisation (frei nach Emma Kunz),iBdK,,,,,2941,images/WV_ab 2870/2941.jpg,images/WV_ab 2870/thumb/2941.jpg,zT Dd Fa  ,   ,Lst 
2942,2016,Mt,B,T,Fs,,11x15,klein,breit,Lst,,U,,,,,,H3,gr,Par7a,,Dreiklang (nach G. O. Melcher),iBdK,,,,,2942,images/WV_ab 2870/2942.jpg,images/WV_ab 2870/thumb/2942.jpg,Mt B T Fs ,   ,Lst 
2943,2016,B,,,,,11x15,klein,breit,,,UoG,L,,,,,H2 ,gr,Par7a,kre,Maloya mit Blick über den See (nach Alberto Giacometti),iBdK,,,,,2943,images/WV_ab 2870/2943.jpg,images/WV_ab 2870/thumb/2943.jpg,B    ,L   , 
2944,2016,Mt,Dd,Fs,G,,9x11,klein,breit,,,U,,,,,,H3,gr,Par7a,,Landschaften zu einer Radierung von H.U. Theilkäs),iBdK,,,,,2944,images/WV_ab 2870/2944.jpg,images/WV_ab 2870/thumb/2944.jpg,Mt Dd Fs G ,   , 
2945,2016,zT,Fs,G,,,10x14,klein,breit,,,U,,,,,,H3,gr,Par7a,,kleine Hommage an Peter Stein,iBdK,,,,,2945,images/WV_ab 2870/2945.jpg,images/WV_ab 2870/thumb/2945.jpg,zT Fs G  ,   , 
2946,2014,zT,B,T,,,9x11,klein,breit,,,Gs,P,lL,mF,,,H3,gr,Par7a,,nach einer Zeichnung von Ilona Rüegg,iBdK,,,,,2946,images/WV_ab 2870/2946.jpg,images/WV_ab 2870/thumb/2946.jpg,zT B T  ,P lL mF , 
2947,2017,Mt,B,T,Pk,,21x30,klein,breit,,,UnG,mF,Tie,,,,H3,gr,Par7a,zwi,Capriccio (nach Hans Eigenheer),iBdK,,,,,2947,images/WV_ab 2870/2947.jpg,images/WV_ab 2870/thumb/2947.jpg,Mt B T Pk ,mF Tie  , 
2948,2017,Mt,Dd,B,Ks,,21x30,klein,breit,Gi,,UnG,Kt,,,,,H2,gr,Par7a,zwi,kleine Hommage an Hans Eigenheer,iBdK,,,,,2948,images/WV_ab 2870/2948_bearbeitet-1.jpg,images/WV_ab 2870/thumb/2948_bearbeitet-1.jpg,Mt Dd B Ks ,Kt   ,Gi 
2949,2013,Mt,B,Fa,Fs,,21x30,klein,breit,Lwi,,U,,,,,,H2,gr,Par7a,,Zeichnung mit 3 Hauptpersonen (nach Dieter Roth),iBdK,,,,,2949,images/WV_ab 2870/2949.jpg,images/WV_ab 2870/thumb/2949.jpg,Mt B Fa Fs ,   ,Lwi 
2950,2011,zT,B,Fs,,,18x13,klein,hoch,,,U,,,,,,H2,gr,Par7a,,nach einem Besuch bei François Pont,iBdK,,,,,2950,images/WV_ab 2870/2950.jpg,images/WV_ab 2870/thumb/2950.jpg,zT B Fs  ,   , 
2951,2011,zT,B,Fs,,,18x13,klein,hoch,,,U,,,,,,H3,gr,Par7a,,nach einem Besuch bei François Pont,iBdK,,,,,2951,images/WV_ab 2870/2951.jpg,images/WV_ab 2870/thumb/2951.jpg,zT B Fs  ,   , 
2952,2017,zT,B,G,,,21x30,klein,breit,,,UoG,mF,,,,,H3,gr,Par7a,,mazzo (für Beat Zbinden),iBdK,,,,,2952,images/WV_ab 2870/2952.jpg,images/WV_ab 2870/thumb/2952.jpg,zT B G  ,mF   , 
2953,2016,Mt,Ks,Fa,T,,20x28,klein,breit,,,U,,,,,,H2,gr,Par7a,,Écriture (d'après Frédéric Bruly-Bouabré),iBdK,,,,,2953,images/WV_ab 2870/2953.jpg,images/WV_ab 2870/thumb/2953.jpg,Mt Ks Fa T ,   , 
2954,2009,Mt,Dd,B,Ks,,15x21,klein,breit,,,UnG,ZM,At,,,,H3,cf,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2954,images/WV_ab 2954/2954.jpg,images/WV_ab 2954/thumb/2954.jpg,Mt Dd B Ks ,ZM At  , 
2955,2009,Mt,Dd,B,G,,15x21,klein,breit,,,UnG,ZM,At,,,,H3,cf,Par7a,sko,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2955,images/WV_ab 2954/2955.jpg,images/WV_ab 2954/thumb/2955.jpg,Mt Dd B G ,ZM At  , 
2956,2009,Mt,B,T,G,,15x21,klein,breit,,,UoG,Ri,Sb,,,,H3,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2956,images/WV_ab 2954/2956.jpg,images/WV_ab 2954/thumb/2956.jpg,Mt B T G ,Ri Sb  , 
2957,2009,Mt,B,T,G,,15x21,klein,breit,,,Gs,mF,O,,,,H3,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2957,images/WV_ab 2954/2957.jpg,images/WV_ab 2954/thumb/2957.jpg,Mt B T G ,mF O  , 
2958,2006,zT,B,T,,,15x21,klein,breit,,,UoG,O,,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2958,images/WV_ab 2954/2958.jpg,images/WV_ab 2954/thumb/2958.jpg,zT B T  ,O   , 
2959,2009,Mt,B,T,Fs,,15x21,klein,breit,,,UnG,O,,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2959,images/WV_ab 2954/2959.jpg,images/WV_ab 2954/thumb/2959.jpg,Mt B T Fs ,O   , 
2960,2009,Mt,B,T,G,,15x21,klein,breit,Lwi,,UoG,Z,O,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2960,images/WV_ab 2954/2960.jpg,images/WV_ab 2954/thumb/2960.jpg,Mt B T G ,Z O  ,Lwi 
2961,2006,zT,B,T,,,15x21,klein,breit,,,Gs,O,,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2961,images/WV_ab 2954/2961.jpg,images/WV_ab 2954/thumb/2961.jpg,zT B T  ,O   , 
2962,2006,Mt,Dd,B,T,,15x21,klein,breit,,,UnG,P,,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2962,images/WV_ab 2954/2962.jpg,images/WV_ab 2954/thumb/2962.jpg,Mt Dd B T ,P   , 
2963,2006,zT,B,T,,,15x21,klein,breit,,,U,,,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2963,images/WV_ab 2954/2963.jpg,images/WV_ab 2954/thumb/2963.jpg,zT B T  ,   , 
2964,2009,Mt,B,Fs,G,,20x28,klein,breit,,,UnG,ZM,At,,,,H3,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2964,images/WV_ab 2954/2964.jpg,images/WV_ab 2954/thumb/2964.jpg,Mt B Fs G ,ZM At  , 
2965,2009,Mt,Dd,B,Fa,,20x28,klein,breit,,,Gs,ZM,Sch,At,,,H3,gr,Par7a,jun,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2965,images/WV_ab 2954/2965.jpg,images/WV_ab 2954/thumb/2965.jpg,Mt Dd B Fa ,ZM Sch At , 
2966,2009,Mt,Dd,B,G,,21x30,klein,breit,,,UnG,ZM,At,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2966,images/WV_ab 2954/2966.jpg,images/WV_ab 2954/thumb/2966.jpg,Mt Dd B G ,ZM At  , 
2967,2009,Mt,Dd,B,G,,13x14,klein,breit,,,UnG,ZM,,,,,H3,cf,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2967,images/WV_ab 2954/2967.jpg,images/WV_ab 2954/thumb/2967.jpg,Mt Dd B G ,ZM   , 
2968,2009,zT,Dd,G,,,11x15,klein,breit,,,Gs,ZM,,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2968,images/WV_ab 2954/2968.jpg,images/WV_ab 2954/thumb/2968.jpg,zT Dd G  ,ZM   , 
2969,2009,Mt,Dd,B,Opl,,14x19,klein,breit,,,U,,,,,,H4,gr,Par7a,ste,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2969,images/WV_ab 2954/2969.jpg,images/WV_ab 2954/thumb/2969.jpg,Mt Dd B Opl ,   , 
2970,2006,Mt,Dd,T,B,G,15x21,klein,breit,,,U,,,,,,H4,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2970,images/WV_ab 2954/2970.jpg,images/WV_ab 2954/thumb/2970.jpg,Mt Dd T B G,   , 
2971,2009,Mt,Dd,G,B,,15x21,klein,breit,,,U,,,,,,H4,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2971,images/WV_ab 2954/2971.jpg,images/WV_ab 2954/thumb/2971.jpg,Mt Dd G B ,   , 
2972,2009,Mt,T,G,Dd,,15x21,klein,hoch,Lst,,U,,,,,,H2,gr,Par7a,,"nach Martin Lauterburgs ""Atelierszene""",iBdK,,,,,2972,images/WV_ab 2954/2972.jpg,images/WV_ab 2954/thumb/2972.jpg,Mt T G Dd ,   ,Lst 
2973,2010,zT,B,Fs,,,11x21,klein,hoch,,,U,,,,,,H3,bw,Par7a,,"""Landscape with a Man killed by a Snake"" nach Frank Auerbachs Zeichnug nach Poussin",iBdK,,,,,2973,images/WV_ab 2954/2973.jpg,images/WV_ab 2954/thumb/2973.jpg,zT B Fs  ,   , 
2974,2010,B,,,,,15x14,klein,hoch,,,U,,,,,,H3,gr,Par7a,wid,"nach einer Zeichnung von Auberbach, nach Rubens' ""Samson and Delila"" ",iBdK,,,,,2974,images/WV_ab 2954/2974.jpg,images/WV_ab 2954/thumb/2974.jpg,B    ,   , 
2975,2012,Mt,Dd,B,Fs,C,21x14,klein,breit,,,U,,,,,,H4,gr,Par7a,,Beschneidung (nach Auerbachs Zeichnung nach Signorelli),iBdK,,,,,2975,images/WV_ab 2954/2975.jpg,images/WV_ab 2954/thumb/2975.jpg,Mt Dd B Fs C,   , 
2976,2010,zT,B,T,,,21x15,klein,breit,,,U,,,,,,H4,gr,Par7a,,"after Frank Auerbach's drawing after Signorelli: ""The Circumcision""",iBdK,,,,,2976,images/WV_ab 2954/2976.jpg,images/WV_ab 2954/thumb/2976.jpg,zT B T  ,   , 
2977,2010,Mt,B,G,Fa,,14x21,klein,breit,,,UnG,Kt,Sch,,,,H2,gr,Par6,,Goethes rechtes Auge (nach einer Portraitbüste Christian Daniel Rauch),iBdK,,,,,2977,images/WV_ab 2977/2977.jpg,images/WV_ab 2977/thumb/2977.jpg,Mt B G Fa ,Kt Sch  , 
2978,2002,Mt,Dd,Fa,T,,11x17,klein,breit,,,UnG,P,Sch,AP,,,H2,gr,Par6,,"évocation (d'après ""Cupidon et Psyché"" de Canova)",iBdK,,,,,2978,images/WV_ab 2977/2978.jpg,images/WV_ab 2977/thumb/2978.jpg,Mt Dd Fa T ,P Sch AP , 
2979,2002,zT,Dd,Fs,,,9x11,klein,breit,,,Gs,P,O,AP,,,H1,bw,Par6,zwi,Schere (Amor und Psyche),iBdK,,,,,2979,images/WV_ab 2977/2979.jpg,images/WV_ab 2977/thumb/2979.jpg,zT Dd Fs  ,P O AP , 
2980,2016,zT,Fs,T,,,17x19,klein,breit,,,Gs,Kt,Tie,,,,H2,gr,Par6,waa,kleine Hommage an Giovanni Pedrazzini,iBdK,,,,,2980,images/WV_ab 2977/2980.jpg,images/WV_ab 2977/thumb/2980.jpg,zT Fs T  ,Kt Tie  , 
2981,2016,zT,B,Fa,,,30x21,klein,hoch,,,UnG,mF,O,,,,H2,gr,Par6,,David (nach Antonin Mercié),iBdK,,,,,2981,images/WV_ab 2977/2981.jpg,images/WV_ab 2977/thumb/2981.jpg,zT B Fa  ,mF O  , 
2982,2012,B,,,,,21x25,klein,breit,,,Gs,P,mF,Ken,Mw,,H3,gr,Par6,sti,Der Raub der Deianira durch den Zentauren Nessus (nach Damià Campeny),iBdK,,,,,2982,images/WV_ab 2977/2982.jpg,images/WV_ab 2977/thumb/2982.jpg,B    ,P mF Ken Mw, 
2983,2016,B,,,,,18x21,klein,breit,,,UnG,Ken,L,Mw,,,H3,gr,Par6,,verwundeter Centaur (nach Franz von Stuck),iBdK,,,,,2983,images/WV_ab 2977/2983.jpg,images/WV_ab 2977/thumb/2983.jpg,B    ,Ken L Mw , 
2984,2004,Mt,B,T,G,,17x21,klein,breit,Lwi,,UnG,AP,O,,,,H3,gr,Par6,,Bourdelle: Ercole Saettatore,iBdK,,,,,2984,images/WV_ab 2977/2984.jpg,images/WV_ab 2977/thumb/2984.jpg,Mt B T G ,AP O  ,Lwi 
2985,2016,B,,,,,19x25,klein,breit,Lst,,UnG,AP,O,,,,H2,gr,Par6,,Heraklès archer (d'après Antoine Bourdelle),iBdK,,,,,2985,images/WV_ab 2977/2985.jpg,images/WV_ab 2977/thumb/2985.jpg,B    ,AP O  ,Lst 
2986,2016,B,,,,,15x21,klein,breit,,,Gs,Ri,,,,,H2,gr,Par6,zwi,Célébrités (d'après Honoré Daumier),iBdK,,,,,2986,images/WV_ab 2977/2986.jpg,images/WV_ab 2977/thumb/2986.jpg,B    ,Ri   , 
2987,2016,Mt,B,Fs,T,,16x24,klein,breit,,,UnG,Ri,Sch,,,,H2,gr,Par6,zwi,dignitaries (after Daumier),"Benz Schär, Bern",,,,,2987,images/WV_ab 2977/2987.jpg,images/WV_ab 2977/thumb/2987.jpg,Mt B Fs T ,Ri Sch  , 
2988,2006,Mt,B,T,G,,21x17,klein,hoch,Lwi,,UnG,Tie,,,,,H3,gr,Par6,,toro,iBdK,,,,,2988,images/WV_ab 2977/2988.jpg,images/WV_ab 2977/thumb/2988.jpg,Mt B T G ,Tie   ,Lwi 
2989,2005,Mt,B,T,Ve,,16x21,klein,breit,,,UnG,Ri,,,,,H3,gr,Par6,sko,der ENTSCHLUSS (nach einer Portraitbüste auf dem Gianicolo in Rom),iBdK,,,,,2989,images/WV_ab 2977/2989.jpg,images/WV_ab 2977/thumb/2989.jpg,Mt B T Ve ,Ri   , 
2990,2006,zT,B,G,,,21x30,klein,breit,Lst,,UnG,AP,,,,,H2,gr,Par6,,"Figur, Objekt (nach Antonio Canova)",iBdK,,,,,2990,images/WV_ab 2977/2990.jpg,images/WV_ab 2977/thumb/2990.jpg,zT B G  ,AP   ,Lst 
2991,2012,zT,Od,B,,,21x30,klein,breit,,,Gs,FigG,O,,,,H3,bw,Par6,,Metalltafel mit Inschrift,iBdK,,,,,2991,images/WV_ab 2977/2991.jpg,images/WV_ab 2977/thumb/2991.jpg,zT Od B  ,FigG O  , 
2992,2001,zT,Dd,Opl,,,11x15,klein,breit,,,U,,,,,,H3,g,Par7a,jun,Feld (nach Emma Kunz),iBdK,,,,,2992,images/WV_ab 2992/2992.jpg,images/WV_ab 2992/thumb/2992.jpg,zT Dd Opl  ,   , 
2993,2015,B, ,,,,11x15?,klein,breit,,,U,,,,,,H4,gr,,,,iBdK,,,,,2993,images/WV_ab 2992/2993.jpg,images/WV_ab 2992/thumb/2993.jpg,B     ,   , 
2994,2004,zT,B,Fs,,,9x11,klein,breit,,,UoG,mF,,,,,H4,gr,,,,iBdK,,,,,2994,images/WV_ab 2992/2994.jpg,images/WV_ab 2992/thumb/2994.jpg,zT B Fs  ,mF   , 
2995,2017,B, ,,,,11x19?,klein,breit,Lst,,UnG,A,,,,,H4,gr,,,,iBdK,,,,,2995,images/WV_ab 2992/2995.jpg,images/WV_ab 2992/thumb/2995.jpg,B     ,A   ,Lst 
2996,2002,Mt,B,T,G,Dd,16x21,klein,breit,,,U,Sch,,,,,H3,gr,,,eine kleine Hommage an Beat Zbinden,iBdK,,,,Op,2996,images/WV_ab 2992/2996.jpg,images/WV_ab 2992/thumb/2996.jpg,Mt B T G Dd,Sch   , 
2997,2017,B,,,,,11x15,klein,breit,,,Gs,A,,,,,H2,gr,,,stehen angesichts,iBdK,,,,,2997,images/WV_ab 2992/2997_bearbeitet-1.jpg,images/WV_ab 2992/thumb/2997_bearbeitet-1.jpg,B    ,A   , 
2998,2017,B,,,,,13x13,klein,quadratisch,,,UnG,A,,,,,H2,gr,,,kleiner Akt,iBdK,,,,,2998,images/WV_ab 2992/2998.jpg,images/WV_ab 2992/thumb/2998.jpg,B    ,A   , 
2999,2015,zT,B,T,,,21x18,klein,hoch,,,UnG,A,P,,,,H2,gr,,,two maile nudes,iBdK,,,,,2999,images/WV_ab 2992/2999.jpg,images/WV_ab 2992/thumb/2999.jpg,zT B T  ,A P  , 
3000,2015,zT,B,,,,20x28,klein,breit,,,Gs,A,,,,,H1,gr,,,male nude,iBdK,,,,,3000,images/WV_ab 2992/3000_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3000_bearbeitet-1.jpg,zT B   ,A   , 
3001,2011,zT,B,T,,,21x30,klein,breit,,,UnG,A,,,,,H2,gr,,,versehrt,iBdK,,,,,3001,images/WV_ab 2992/3001.jpg,images/WV_ab 2992/thumb/3001.jpg,zT B T  ,A   , 
3002,2010,B,,,,,21x30,klein,breit,,,Gs,A,FigG,Ba,,,H1,b,,waa,"Badende, Voyeur",iBdK,,,,,3002,images/WV_ab 2992/3002.jpg,images/WV_ab 2992/thumb/3002.jpg,B    ,A FigG Ba , 
3003,2010,B,,,,,21x30,klein,breit,,,Gs,A,FigG,,,,H2,gr,,waa,probeweise,iBdK,,,,,3003,images/WV_ab 2992/3003_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3003_bearbeitet-1.jpg,B    ,A FigG  , 
3004,2017,zT,B,T,,,21x28,klein,breit,,,UnG,A,P,,,,H2,gr,,kre,Paar im Grünen,iBdK,,,,,3004,images/WV_ab 2992/3004_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3004_bearbeitet-1.jpg,zT B T  ,A P  , 
3005,2017,Mt,Ks,Fa,Fal,,9x11,klein,breit,Lst,,U,,,,,,H2,cf,Kr4,,am Strand,iBdK,res,,,,3005,images/WV_ab 2992/3005.jpg,images/WV_ab 2992/thumb/3005.jpg,Mt Ks Fa Fal ,   ,Lst 
3006,2002,B,,,,,9x11,klein,breit,Lwi,,U,,,,,,H3,bw,Kr5a,,blinder Gärtner,iBdK,res,,,,3006,images/WV_ab 2992/3006_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3006_bearbeitet-1.jpg,B    ,   ,Lwi 
3007,2015,B,,,,,9x12,klein,breit,,,UnG,mF,,,,,H3,bw,Kr5b,,deux amies,iBdK,res,,,,3007,images/WV_ab 2992/3007_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3007_bearbeitet-1.jpg,B    ,mF   , 
3008,2014,B,,,,,9x12,klein,breit,Lwi,,U,,,,,,H4,bw,Kr9,,Dryaden,iBdK,res,,,,3008,images/WV_ab 2992/3008_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3008_bearbeitet-1.jpg,B    ,   ,Lwi 
3009,2014,zT,B,T,,,9x12,klein,breit,,,U,Sch,,,,,H4,gr,Kr8,,und dann ein dunkles Dreieck,iBdK,res,,,,3009,images/WV_ab 2992/3009.jpg,images/WV_ab 2992/thumb/3009.jpg,zT B T  ,Sch   , 
3010,2017,zT,B,T,,,9x12,klein,breit,RiK,,U,,,,,,H5,gr,Kr8,sko,Insomnia,iBdK,res,,,,3010,images/WV_ab 2992/3010.jpg,images/WV_ab 2992/thumb/3010.jpg,zT B T  ,   ,RiK 
3011,2017,zT,B,T,,,11x20,klein,breit,,,U,,,,,,H2,gr,Kr4,,Dreizeiler,iBdK,res,,,,3011,images/WV_ab 2992/3011.jpg,images/WV_ab 2992/thumb/3011.jpg,zT B T  ,   , 
3012,2004,zT,B,G,,,15x21,klein,breit,,,Gs,A,P,,,,H3,gr,dKr5d,,Akte in Aktion,iBdK,res,,,,3012,images/WV_ab 2992/3012.jpg,images/WV_ab 2992/thumb/3012.jpg,zT B G  ,A P  , 
3013,2005,Mt,B,T,Dd,,15x18,klein,breit,Lst,,Gs,FigG,,,,,H2,gr,Kr5c,waa,caminando,iBdK,res,,,,3013,images/WV_ab 2992/3013.jpg,images/WV_ab 2992/thumb/3013.jpg,Mt B T Dd ,FigG   ,Lst 
3014,2017,Mt,B,T,Fs,,16x17,klein,breit,,,UnG,Z,,,,,H3,gr,Kr5a,,Zeichner,iBdK,res,,,,3014,images/WV_ab 2992/3014.jpg,images/WV_ab 2992/thumb/3014.jpg,Mt B T Fs ,Z   , 
3015,2005,zT,Dd,B,,,15x15,klein,quadratisch,,,UnG,P,,,,,H2,gr,Kr9,,Geb + Nut,iBdK,res,,,,3015,images/WV_ab 2992/3015.jpg,images/WV_ab 2992/thumb/3015.jpg,zT Dd B  ,P   , 
3016,2002,B,,,,,18x22,klein,breit,,,U,,,,,,H2,gr,Kr8,,rage,iBdK,res,,,,3016,images/WV_ab 2992/3016.jpg,images/WV_ab 2992/thumb/3016.jpg,B    ,   , 
3017,2017,zT,B,Ac,,,15x19,klein,breit,,,U,,,,,,H1,bw,Kr4,,Entwurf für ein Landschaftsbild,iBdK,res,,,,3017,images/WV_ab 2992/3017.jpg,images/WV_ab 2992/thumb/3017.jpg,zT B Ac  ,   , 
3018,2002,B,,,,,17x21,klein,breit,,,Gs,A,Sb,O,,,H2,bw,Kr9,,FORTUNA,iBdK,res,,,,3018,images/WV_ab 2992/3018_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3018_bearbeitet-1.jpg,B    ,A Sb O , 
3019,2016,zT,B,T,,,15x19,klein,breit,Lst,,UoG,mF,,,,,H2,gr,Kr1,,diverse Impulse,iBdK,res,,,,3019,images/WV_ab 2992/3019.jpg,images/WV_ab 2992/thumb/3019.jpg,zT B T  ,mF   ,Lst 
3020,2004,zT,Dd,T,,,10x17,klein,breit,,,U,Sch,,,,,H4,gr,Kr7,,müdes Kreuz,iBdK,res,,,,3020,images/WV_ab 2992/3020_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3020_bearbeitet-1.jpg,zT Dd T  ,Sch   , 
3021,2016,zT,B,Fa,,,13x21,klein,breit,,,U,Sch,,,,,H1,gr,Kr8,,Vermutungen,iBdK,res,,,,3021,images/WV_ab 2992/3021.jpg,images/WV_ab 2992/thumb/3021.jpg,zT B Fa  ,Sch   , 
3022,2003,zT,Dd,T,,,18x27,klein,breit,,,UoG,P,BiB,Ca,,,H5,gr,Kr5b,,nächtliche Blüten,iBdK,res,,,,3022,images/WV_ab 2992/3022_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3022_bearbeitet-1.jpg,zT Dd T  ,P BiB Ca , 
3023,2012,Mt,OPa ,B,Ve,,21x26,klein,breit,,,UnG,mF,,,,,H2,gr,Kr5a,,Akrobat,iBdK,res,,,,3023,images/WV_ab 2992/3023_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3023_bearbeitet-1.jpg,Mt OPa  B Ve ,mF   , 
3024,2017,Mt,T,B,K,,17x28,klein,breit,,,UoG,mF,FigG,,,,H3,gr,Kr5c,kre,leises Bodenturnen,iBdK,res,,,,3024,images/WV_ab 2992/3024_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3024_bearbeitet-1.jpg,Mt T B K ,mF FigG  , 
3025,2009,zT,Dd,B,,,20x28,klein,breit,Lwi,,UnG,mF,,,,,H4,bw,Kr5a,,Piste,iBdK,res,,,,3025,images/WV_ab 2992/3025_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3025_bearbeitet-1.jpg,zT Dd B  ,mF   ,Lwi 
3026,2012,Mt,B,Ks,G,,11x15,klein,breit,,,U,Sch,,,,,H3,cf,Kr3,,Devisen,iBdK,res,,,,3026,images/WV_ab 2992/3026.jpg,images/WV_ab 2992/thumb/3026.jpg,Mt B Ks G ,Sch   , 
3027,2016,zT,T,B,,,16x23,klein,breit,,,U,Sch,,,,,H5,bw,Kr3,,fragwürdige erKlärung,iBdK,res,,,,3027,images/WV_ab 2992/3027_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3027_bearbeitet-1.jpg,zT T B  ,Sch   , 
3028,2016,Mt,T,B,Fal,,21x30,klein,breit,,,U,Sch,,,,,H2,bw,Kr3,zwi,mit L,iBdK,res,,,,3028,images/WV_ab 2992/3028_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3028_bearbeitet-1.jpg,Mt T B Fal ,Sch   , 
3029,2016,zT,T,B,,,21x30,klein,breit,,,U,Sch,,,,,H4,bw,Kr3,,Horizontales mit kleinem K,iBdK,res,,,,3029,images/WV_ab 2992/3029_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3029_bearbeitet-1.jpg,zT T B  ,Sch   , 
3030,2010,zT,T,Fs,,,21x30,klein,breit,,,U,Sch,,,,,H4,bw,Kr3,,J (peu visible),iBdK,res,,,,3030,images/WV_ab 2992/3030_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3030_bearbeitet-1.jpg,zT T Fs  ,Sch   , 
3031,2016,zT,Fs,B,,,21x30,klein,breit,,,U,Sch,,,,,H5,bw,Kr3,,S wie Schriss,iBdK,res,,,,3031,images/WV_ab 2992/3031_bearbeitet-1.jpg,images/WV_ab 2992/thumb/3031_bearbeitet-1.jpg,zT Fs B  ,Sch   , 
