Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Ausrichtung,Darstellungsformen,Darstellungsformen,Gegenständlich/Ungegenständlich,Motiv,Motiv,Motiv,Motiv,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Zus'arbeit,Bildqualität,Bemerkungen,Nummer
3698,a2014,B,,,,,31x35,breit,Ul,,UoG,FigG,,,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3698
3699,a2014,Mt,B,T,Fa,,31x35,breit,,,Gs,FigG,Ti,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3699
3700,a2014,B,,,,,31x35,breit,,,Gs,Ri,Ti,Sb,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3700
3701,a2014,B,,,,,31x35,breit,Ul,,Gs,P,,,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3701
3702,a2014,T,,,,,31x35,breit,,,Gs,P,Ti,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3702
3703,a2014,B,,,,,31x35,breit,,,Gs,Ri,Ti,O,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3703
3704,a2014,zT,B,T,,,31x35,breit,,,U,,,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3704
3705,a2014,zT,Ko,B,,,31x35,breit,Ul,,Gs,FigG,,,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3705
3706,a2014,Mt,B,Fa,Fs,,31x35,breit,Lwi,,U,,,,,WG20,H1,gr,ParFV,was,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3706
3707,a2014,Mt,T,G,B,,31x35,breit,,,Gs,P,,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3707
3708,a2014,Mt,Ac,Sc,C,,31x35,breit,,,U,mF,,,,WG20,H3,gr,ParFV,sko,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3708
3709,a2014,Ac, ,,,,31x35,breit,,,UoG,FigG,Ti,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3709
3710,a2014,zT,B,G,,,31x35,breit,,,U,,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3710
3711,a2014,Mt,B,Fa,G,,31x35,breit,,,UoG,Ti,,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3711
3712,a2014,zT,B,G,,,31x35,breit,,,UoG,mF,,,,WG20,H1,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3712
3713,a2014,B, ,,,,31x35,breit,,,UoG,FigG,,,,WG20,H1,bw,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3713
3714,a2014,zT,B,T,,,31x35,breit,Gi,,Gs,mF,,,,WG20,H3,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3714
3715,a2014,zT,B,Fs,,,31x35,breit,,,U, ,,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3715
3716,a2014,Mt,B,T,Opl,,31x35,breit,,,UoG,FigG,Ti,O,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3716
3717,a2014,zT,B,G,,,31x35,breit,,,UnG,mF,,,,WG20,H1,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3717
3718,a2014,Mt,B,T,G,,31x35,breit,,,Gs,mF,Ti,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3718
3719,a2014,zT,B,Opl,,,31x35,breit,,,UoG,Ti, ,,,WG20,H2,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3719
3720,a2014,zT,B,G,,,31x35,breit,,,Gs,mF,,,,WG20,H1,gr,ParFV,,Das Nachtessen bei Lampenlicht (nach Félix Vallotton),,,,,3720
3721,a2014,zT,T,C,,,49x32,hoch,,,UoG,AP,,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),,,,,3721
3722,a2014,zT,T,C,,,48x31,hoch,,,UoG,AP,,,,WG16,H4,bw,ParFV,ste,Badende (nach Félix Vallotton),,,,,3722
3723,a2014,zT,T,C,,,49x31,hoch,,,UoG,AP,,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),,,,,3723
3724,a2014,zT,T,C,,,46x32,hoch,,,UoG,AP,,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),,,,,3724
3725,a2014,zT,T,C,,,48x33,hoch,,,UoG,AP,,,,WG16,H3,bw,ParFV,ste,Badende (nach Félix Vallotton),,,,,3725
3726,a2014,zT,T,C,,,47x31,hoch,,,UoG,AP,,,,WG16,H2,bw,ParFV,ste,Badende (nach Félix Vallotton),,,,,3726
3727,a2014,zT,T,C,,,48x26,hoch,,,UoG,AP,,,,WG16,H4,bw,ParFV,ste,Badende (nach Félix Vallotton),,,,,3727
3728,a1983,G,,,,,45x38,hoch,,,Gs,bb,Pf,O,Ec,,H2,cf,,,composición agrotropical,,,,,3728
3729,a1983,G,,,,,50x42,hoch,,,Gs,Vo,Sch,,,,H3,cf,,,,,,,,3729
3730,a1983,G,,,,,42x52,breit,,,UnG,A,,,,,H3,c,,,,,,,,3730
3731,a1984,G,,,,,42x47,breit,,,Gs,O,,,,,H2,cf,,,,,,,,3731
3732,a1985,G,,,,,39x50,breit,,,UoG,Ti,St,,,,H3,c,,sch,,,,,,3732
3733,a1985,G,,,,,35x46,breit,,,UoG,L,,,,,H2,cf,,,,,,,,3733
3734,a1987,G,,,,,35x48,breit,,,UoG,Fk,,,,,H3,g,,,,,,,,3734
3735,a1990,zT,G,Pm,,,38x48,breit,,,U,,,,,,H3,cf,,,,,,,,3735
3736,a1988,zT,G,Pm,,,38x48,breit,,,U,,,,,,H3,b,,,,,,,,3736
3737,a1988,zT,G,Pm,,,38x52,breit,RiK,,U,,,,,,H4,b,,,,,,,,3737
3738,a1990,zT,G,Pm,,,41x56,breit,RiK,,UoG,L,,,,,H4,cf,,,,,,,,3738
3739,a1991,zT,G,Pm,,,42x49,breit,,,UoG,L,,,,,H3,c,,fis,,,,,,3739
3740,a1990,Mt,OPa ,B,C,,40x52,breit,Lwi,,U,,,,,,H4,c,,,,,,,,3740
3741,a1992,Mt,B,K,G,,53x76,breit,,,UoG,A,ZM,,,,H3,gr,,,"Zeichner, Zeichnerin",,Katharina Gusset,,,3741
3742,a1992,zT,K,Pm,,,53x76,breit,tS,,UoG,A,Z,,,,H3,gr,,,,,Katharina Gusset,,,3742
3743,a1995,Mt,T,G,K,,53x76,breit,,,UnG,A,Z,lL,,,H4,gr,,,Zeichnerin,,,,,3743
3744,a1995,zT,K,B,,,53x76,breit,,,Gs,A,Z,Sb,,,H4,gr,,kre,Maler ,,,,,3744
3745,a1995,Mt,T,G,K,,53x76,breit,,,UnG,A,Z, ,,,H3,gr,,,Zeichnerin,,,,,3745
3746,a1992,zT,B,G,,,50x65,breit,,,Gs,A,Sch,ZM,,,H2,gr,,,"Zeichner, Zeichnerin",,,,,3746
3747,a2002,zT,B,G,,,44x55,breit,,,UnG,A, ,,,,H2,gr,,wid,Duo-Zeichnung mit Stéphanie Pichonna,,Stéphanie Pichonnat,,,3747
3748,a1992,T, ,,,,62x45,hoch,tS,,U,,,,,,H2,gr,,,,,Katharina Gusset,,,3748
3749,a2002,Mt,B,K,G,,50x65,breit,,,UnG,A,ZM,,,,H2,gr,,,Duo-Zeichnung mit Stéphanie Pichonna,,Stéphanie Pichonnat,,,3749
3750,a1995,K ,,,,,53x76,breit,tS,,U,A,,,,,H1,bw,,waa,,,Katharina Gusset,,,3750
3751,a1995,K ,,,,,53x76,breit,tS,,UoG,A,,,,,H1,bw,,waa,,,Katharina Gusset,,,3751
3752,a1995,K ,,,,,53x76,breit,tS,,UoG,A,,,,,H1,bw,,waa,,,Katharina Gusset,,,3752
3753,a1995,K ,,,,,53x76,breit,tS,,UoG,A,,,,,H1,bw,,waa,,,Katharina Gusset,,,3753
3754,a1995,K ,,,,,53x76,breit,tS,,U,,,,,,H1,bw,,waa,,,Katharina Gusset,,,3754
3755,a1995,Mt,B,T,G,,50x65,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,,,,,3755
3756,a1995,Mt,T,K,G,,75x53,hoch,,,Gs,A,Z,,,,H5,gr,,sko,Zeichnerin,,,,,3756
3757,a1995,Mt,T,K,G,,41x76,breit,,,Gs,A,ZM,P,FigG,,H4,gr,,kre,,,,,,3757
3758,a1995,Mt,K,T,G,,51x79,breit,,,Gs,A,Z,FigG,Sb,,H4,gr,,ste,"Zeichner, Modell",,,,,3758
3759,a1995,zT,K ,G,,,53x76,breit,,,Gs,AP,FigG,,,,H5,gr,ParT,,Bacchanale (nach Tizian),,,,,3759
3760,a1995,Mt,B,G,K,,50x65,breit,,,Gs,A,Z,,,,H4,gr,,,Zeichnerin,,,,,3760
3761,a1995,zT,B,K,,,50x50,quadratisch,,,Gs,A,ZM,BiB,,,H3,gr,,,,,,,,3761
3762,a1995,Mt,T,K,G,,53x45,hoch,,,Gs,A,Z,lL,,,H4,gr,,sko,Malerin,,,,,3762
3763,a2005,Mt,B,Fa,G,,42x60,breit,Lwi,,U,,,,,,H2,gr,,zwi,Flugdino,,Simone Eisenhut,,,3763
3764,a2008,G, ,,,,23x65,breit,RiK,,UoG,,,,,,H4,cf,,,,,,,,3764
3765,a1986,Mt,T,G,Pm,,48x65,breit,,,UoG,L,,,,,H2,cf,,,,,,,,3765
3766,a1988,zT,G,Pm,,,54x62,breit,RiK,,U,,,,,,H4,b,,,,,,,,3766
3767,a1988,zT,G,Pm,,,57x61,breit,,,U,,,,,,H5,cf,,,,,,,,3767
3768,a1983,G,,,,,48x59,breit,,,Gs,A,P ,,,,H2,cf,,,,,,,,3768
3769,a1987,T,,,,,41x57,breit,,,UoG,A,,,,,H3,gr,,,,,,,,3769
3770,a1990,C,Mt,Fo,OPa,G,12x83,breit,,,UnG,Sch,KP,L ,,,H3,cf,,was,,,,,,3770
3771,a1990,C,Mt,Fo,OPa,G,10x68,breit,,,U,Sch,KP,,,,H3,cf,,was,,,,,,3771
3772,a1990,C,Mt,Fo,OPa,G,13x81,breit,,,U,Sch,KP,,,,H3,g,,was,,,,,,3772
3773,a1990,C,Mt,Fo,OPa,G,10x78,breit,,,U,Sch,KP,,,,H3,g,,was,,,,,,3773
3774,a1990,C,Mt,Fo,OPa,G,10x71,breit,,,U,Sch,KP,,,,H3,cf,,was,,,,,,3774
3775,a1990,C,Mt,Fo,OPa,G,9x72,breit,,,U,Sch,KP,,,,H4,c,,was,,,,,,3775
3776,a1990,C,Mt,Fo,Ls,,30x64,breit,,,U,Sch,KP,,,,H3,b,,was,,,,,,3776
3777,a1990,C,Mt,Fo,OPa,G,34x117,breit,,,U,Sch,KP,,,,H4,c,,was,,,,,,3777
3778,a1987,T,,,,,41x57,breit,,,UoG,A,,,,,H3,gr,,,,,,,,3778
3779,a1984,OP,,,,,75x100?,breit,,,Gs,O,Ti,,,,H3,cf,,,,,,,,3779
3780,a1990,C,,Fo,G,,8x50,breit,,,U,Sch,KP,,,,H3,cf,,was,,,,,,3780
3781,a1990,C,Mt,Fo,OPa,B,9x53,breit,,,U,Sch,KP,,,,H3,c,,was,,,,,,3781
3782,a1990,C,Mt,Fo,B,Ks,9x68,breit,,,U,Sch,KP,,,,H3,c,,was,,,,,G,3782
3783,a1990,C,Mt,Fo,OPa,G,9x51,breit,,,U,Sch,KP,,,,H3,g,,was,,,,,,3783
3784,a1990,C,Mt,Fo,OPa,,13x79,breit,,,U,Sch,KP,,,,H4,c,,was,,,,,,3784
3785,a1990,C,Mt,Fo,OPa,G,9x69,breit,,,U,Sch,KP,,,,H4,b,,was,,,,,,3785
3786,a1990,C,Mt,Fo,OPa,,11x68,breit,,,U,Sch,KP,,,,H3,c,,was,,,,,,3786
3787,a1990,C,Mt,Fo,OPa,G,10x75,breit,,,U,Sch,KP,,,,H3,c,,was,,,,,,3787
3788,a1990,C,Mt,Fo,OPa,G,12x70,breit,,,U,Sch,KP,,,,H3,b,,was,,,,,,3788
3789,a1990,C,Mt,Fo,OPa ,,9x47,breit,,,U,Sch,KP,,,,H4,c,,was,,,,,,3789
3790,a1990,C,Mt,Fo,OPa,G,10x72,breit,,,U,Sch,KP,,,,H4,c,,was,,,,,,3790
3791,a1990,C,Mt,Fo,OPa,G,18x105,breit,,,U,Sch,KP,,,,H3,cf,,was,,,,,,3791
3792,a2016,OP ,,,,,54x67,breit,,,U,,,,,,H3,cf,,,,,,,,3792
3793,a1985,G,,,,,17x20,breit,,,Gs,O,bb,,,,H3,cf,,,,,,,,3793
3794,a1987,T,,,,,19x26,breit,,,U,,,,,,H5,gr,,,,,,,,3794
3795,a2016,Mt,B,T,Opl,,11x15,breit,,,Gs,Ti,O,,,,H4,gr,,,"Tisch, Teller",,,,,3795
3796,a2017,B,,,,,14x18,breit,sM,,U,,,,,,H4,bw,ParPC,,La Montagne Sainte-Victoire (d'après Cézanne),,,,,3796
3797,a2012,B,,,,,11x15,breit,,,U,,,,,,H1,bw,Par9a,,frei nach Sofia Bäcklund,,,,,3797
3798,a2012,B,,,,,11x15,breit,,,U,,,,,,H1,bw,Par9a,,frei nach Sofia Bäcklund,,,,,3798
3799,a2012,G,,,,,17x25,breit,,,UoG,L,,,,,H4,g,ParFV,,Vallée de la Cagne (d'après Felix Vallotton),,,,,3799
3800,a2015,zT,T,B,,,21x30,breit,,,Gs,F,St,,,,H4,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3800
3801,a2015,Mt,Dd,T,B,,21x30,breit,Lwi,,U,,, ,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3801
3802,a2017,Mt,T,Fa,B,Opl,21x30,breit,,,UoG,F,St,,,,H4,gr,ParPC,ste,Früchtestillleben (nach Paul Cézanne),,,,,3802
3803,a2012,zT,B,G,,,21x30,breit,Lwi,,U,,,,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3803
3804,a2015,T,,,,,21x30,breit,,,UoG,F,St,,,,H1,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3804
3805,a2017,zT,B,G,,,21x30,breit,,,UoG,F,St,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3805
3806,a2015,zT,B,T,,,21x30,breit,,,U,,,,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3806
3807,a2015,Mt,B,T,C,Fs,21x30,breit,,,UoG,F,St,,,,H3,gr,ParPC,waa,Früchtestillleben (nach Paul Cézanne),,,,,3807
3808,a2015,Mt,B,T,C,Fs,21x30,breit,,,UoG,F,St,,,,H3,gr,ParPC,waa,Früchtestillleben (nach Paul Cézanne),,,,,3808
3809,a2013,B,,,,,21x30,breit,,Fro,U,,,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3809
3810,a2017,zT,T,Fal,,,21x30,breit,,,UoG,F,St,,,,H3,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3810
3811,a2012,zT,Dd,G,,,21x30,breit,,,U,BiB,,,,,H2,b,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3811
3812,a2017,B, ,,,,21x30,breit,Lwi,,UnG,F,St,,,,H2,gr,ParPC,,Früchtestillleben (nach Paul Cézanne),,,,,3812
3813,a2017,zT,B,Ks,,,30x21,hoch,,,UnG,A,,,,,H2,gr,,,Kontakte,,,,,3813
3814,a2017,zT,B,Fal,,,21x15,hoch,,,Gs,A,ZM,,,,H2,gr,,,"Zeichner, Modell",,,,,3814
3815,a2017,zT,B,T,,,21x30,breit,Lst,,UnG,A,ZM,,,,H3,gr,,,"Modell, Zeichner",,,,,3815
3816,a2017,B,,,,,20x24,breit,,Fro,UnG,A, ,,,,H2,gr,,,Sitzende,,,,,3816
3817,a2017,Mt,Dd,B,T,,16x14,hoch,,,UnG,Ken, ,,,,H3,gr,Kr1,was,got to move,,,,,3817
3818,a2007,zT,B,Ks,,,21x30,breit,Lst,,U, , ,,,,H2,bw,Kr1,jun,statistisch gesehen,,,,,3818
3819,a2014,zT,Dd,B,,,21x30,breit,Lwi,,U,BiB, ,,,,H4,gr,Kr1,,Dreh- und Angelpunkte,,,,,3819
3820,a2017,Mt,Ks,T,B,W,15x21,breit,Lst,,UnG, , ,,,,H3,v,Kr2a,,Nadelbaum,,,,,3820
3821,a2017,Mt,Fa,B,Dd,,11x15,breit,,,Gs,Pf,Ri,Ti,,,H2,gr,Kr2a,,vase,,,,,3821
3822,a2017,B, ,,,,12x21,breit,,,U,,,,,,H3,gr,Kr2a,,Hartes erblüht,,,,,3822
3823,a2017,zT,Dd,G,,,21x30,breit,,,UnG,Pf,BiB,,,,H3,gr,Kr2a,zwi,5-blättrig,,,,,3823
3824,a2004,B, ,,,,21x30,breit,,,U, ,,,,,H5,bw,Kr2a,,nadelwaldig,,,,,3824
3825,a2012,Mt,Od,Fa,B,C,15x20,breit,Gi,,U,Sch,,,,,H3,v,Kr2a,,Blüte (1.0-2.0),,,,,3825
3826,a2017,zT,B,G,,,21x30,breit,,,U,,,,,,H1,gr,Kr2b,zwi,caged,,,,,3826
3827,a2017,Mt,B,G,Fs,,21x21,quadratisch,Lst,,U,Sch,,,,,H2,gr,Kr3,waa,eine reichlich komplizierte Geschichte,,,,,3827
3828,a2016,Mt,B,Fs,Fa,,9x11,breit,,,U,Sch,,,,,H5,gr,Kr3,,tiny midnight rambler,,,,,3828
3829,a2013,C,B,G,,,15x23,breit,,,U,,,,,,H2,gr,Kr4,,Rondo (staccato),,,,,3829
3830,a2001,T, ,,,,21x30,breit,,,U,,,,,,H4,gr,Kr4,,paysage breton,,,,,3830
3831,a2017,zT,Dd,B,,,21x30,breit,,,U,,,,,,H2,gr,Kr4,waa,Landschaftsplanung,,,,,3831
3832,a2017,Mt,B,Fa,Fs,,15x28,breit,Lst,,U,,,,,,H2,gr,Kr4,fis,Shibuya (rural view),,,,,3832
3833,a2015,B,,,,,9x12,breit,sM,,U,,,,,,H3,bw,Kr4,,Irrgarten,,,,,3833
3834,a2015,B,,,,,9x12,breit,sM,,U,,,,,,H3,bw,Kr4,,dazwischen immer wieder,,,,,3834
3835,a2015,B,,,,,9x12,breit,sM,,U,,,,,,H4,bw,Kr4,,nightfall,,,,,3835
3836,a2014,C,Kf,B, ,,14x21,breit,,,U,,,,,,H4,gr,Kr5a,,je vous attends au tournant,,,,,3836
3837,a2009,C,Dd,T,B,Mt,14x19,breit,,,UnG,mF,,,,,H3,gr,Kr5a,was,auf der Mole,,,,,3837
3838,a2001,zT,Dd,Le,,,11x17,breit,,,UnG,mF,,,,,H2,gr,Kr5a,,Sichtung,,,,,3838
3839,a2014,C,T,Dd, ,,24x18,hoch,,,UnG,mF, ,,,,H3,gr,Kr5a,,angesichts,,,,,3839
3840,a2014,C,B,Dd,T,Mt,18x24,breit,,,UnG,mF,Pf,,,,H2,y,Kr5a,,woher?,,,,G,3840
3841,a2014,C,Dd,B,G,Mt,18x27,breit,Lst,,U,Sch,,,,,H3,gr,Kr5a,,scheu angesichts,,,,,3841
3842,a2012,Mt,B,G,Fa,,21x30,breit,,,U,,,,,,H3,gr,Kr5a,,will nur spielen,,,,,3842
3843,a2014,C,B,Fs, ,,13x19,breit,,,UnG,P,,,,,H3,gr,Kr5b,waa,Karyatiden,,,,,3843
3844,a2017,zT,B,Ks,,,9x11,breit,,,UnG,O,,,,,H3,gr,Kr6,,"Küste, 2 Boote",,,,,3844
3845,a2017,zT,B,G,,,21x30,breit,,,U,,,,,,H2,gr,Kr5c,,fünfstimmiger Chor (Früchtestilleben),,,,,3845
3846,a2014,C,Dd,B,T,Mt,19x27,breit,,,U,,,,,,H4,gr,Kr5d,,grosse Liegende,,,,,3846
3847,a2014,C,B,G, ,,17x21,breit,,,UnG,AX,mF,,,,H4,cf,Kr5d,sko,body painting,,,,,3847
3848,a2017,zT,B,Fs,,,21x30,breit,,,UoG,mF,Ri,,,,H2,gr,Kr5c,zwi,zu fünft,,,,,3848
3849,a1996,T, ,,,,21x30,breit,,,U,,,,,,H3,bw,Kr5d,,weiblicher Akt (in Entstehung),,,,,3849
3850,a2007,Mt,Dd,T,B,,9x11,breit,,,UnG,AX,Kt,,,,H3,gr,Kr5d,sko,berührbar,,,,,3850
3851,a2004,zT,Dd,Opl,,,9x13,breit,,,UnG,AX,,,,,H3,gr,Kr5e,,Auge,,,,,3851
3852,a2007,Mt,B,G,Fs,,15x27,breit,,,UnG,Ri, ,,,,H2,gr,Kr5e,,think it over,,,,,3852
3853,a2001,zT,Dd,T,,,21x30,breit,,,U,,,,,,H3,gr,Kr5e,,irgendwie die Witwe Bolte,,,,,3853
3854,a2017,Mt,Dd,Fa,B,,16x21,breit,,,UnG,Ri,Sb,,,,H2,gr,Kr5e,,ungefähr ich,,,,,3854
3855,a2004,Mt,B,G,Ve,,21x30,breit,,,UoG,lL,,,,,H3,gr,Kr6,,"Altar, Black Box, Bild",,,,,3855
3856,a2005,Mt,Dd,B,T,,20x28,breit,,,U,BiB,,,,,H2,gr,Kr6,,"der Nouss, die Bilder",,,,,3856
3857,a2007,zT,Dd,Fs,,,20x28,breit,Lst,,U,,,,,,H2,gr,Kr6,zwi,seltenes Saiteninstrument,,,,,3857
3858,a2017,zT,Dd,B,,,21x28,breit,Lst,,U,,,,,,H2,bw,Kr6,,Syrinx,,,,,3858
3859,a2017,Mt,G,B,Ks,,21x30,breit,,,U,Sch,,,,,H2,gr,Kr6,,Sillleben (in 5 Schritten),,,,,3859
3860,a2015,zT,B,T,,,11x15,breit,,,U,Sch,,,,,H4,gr,Kr6,,falsch berechnet,,,,,3860
3861,a2015,Mt,B,T,G,,11x15,breit,,,U,,,,,,H3,gr,Kr6,,z.B. ein Spiegel,,,,,3861
3862,a2014,Mt,Dd,T,B,,11x15,breit,,,U,,,,,,H3,gr,Kr6,,eine Art Baggerschaufel,,,,,3862
3863,a2004,Mt,Dd,T,B,,15x21,breit,,,U,Sch,,,,,H4,gr,Kr7,,Oval,,,,,3863
3864,a2014,Mt,Dd,B,Fa,T,11x17,breit,,,U,,,,,,H2,b,Kr7,,chart,,,,,3864
3865,a2014,Mt,B,Fs,Dd,C,20x28,breit,Lwi,,U, ,,,,,H2,gr,Kr8,waa,frühlingshaft,,,,,3865
3866,a2017,Mt,Dd,Fs,B,Ve,20x27,breit,,,U,,,,,,H1,gr,Kr8,,Status: ungewiss,,,,,3866
3867,a2017,Mt,B,G,T,,11x15,breit,,,U,,,,,,H5,gr,Kr8,sko,blinder Seher,,,,,3867
3868,a2017,Mt,B,Fa,G,Fs,11x15,breit,,,U,,,,,,H5,gr,Kr8,,immerhin,,,,,3868
3869,a2017,T,,,,,21x22,breit,,,U,,,,,,H5,gr,Kr8,,gefährliche Zone,,,,,3869
3870,a2004,T,,,,,21x30,breit,,,U,,,,,,H4,gr,Kr8,sko,switcher,,,,,3870
3871,a1996,T,,,,,21x30,breit,,,U,,,,,,H2,gr,Kr8,,Schweres schwebt,,,,,3871
3872,a2010,Mt,Dd,B,T,G,21x30,breit,,,U,,,,,,H4,gr,Kr9,,Sisyphus,,,,,3872
3873,a2017,Mt,B,G,Fs,,21x30,breit,,,UnG,Ar,,,,,H2,gr,Kr10,,Haus an gefährlichem Ort,,,,,3873
3874,a2010,zT,B,Fs,,,21x12,hoch,,,Gs,Ar,,,,,H3,gr,Kr10,,stapeln,,,,,3874
3875,a2014,Mt,T,Fs,G,,11x15,breit,,,U,Gi,O,,,,H5,gr,Kr10,,Fenster,,,,,3875
3876,a2008,zT,Dd,B,,,21x30,breit,,,U,,,,,,H2,gr,Kr10,,körpernahes Bauen,,,,,3876
3877,a2017,B,,,,,18x30,breit,,,U,,,,,,H3,gr,Kr10,,lockere Mauer,,,,,3877
3878,a2001,B,,,,,11x15,breit,,,UoG,AX,P,Ca,,,H4,gr,Kr11,,Künstler mit Muse in Griffnähe,,,,,3878
3879,a2017,C,B,T,Fa,Mt,15x21,breit,,,UnG,mF,Ca,,,,H3,gr,Kr11,,holpriges Capriccio,,,,,3879
3880,a2006,zT,Dd,G,,,21x24,breit,,,UnG,,,,,,H3,gr,Kr11,,sehr viel versprechendes Projekt,,,,,3880
3881,a2017,zT,B,Opl,,,20x28,breit,,,U,Sch,,,,,H2,gr,Kr12,waa,Quer pasticciaccio brutto de Via Merulana,,,,,3881
3882,a2010,zT,Fs,B,T,,15x11,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,sko,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3882
3883,a2010,zT,B,Fs,,,15x11,hoch,Lst,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3883
3884,a2010,zT,Od,B,,,15x11,hoch,,,UnG,AX,P,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H5,gr,ParRM,sko,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3884
3885,a2016,zT,B,Ac,,,15x11,hoch,,,U,Ljg,Sch,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3885
3886,a2016,Dd,,,,,15x11,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,zwi,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3886
3887,a2010,Mt,Od,B,G,,15x11,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,ste,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3887
3888,a2010,G,,,,,15x11,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3888
3889,a2016,zT,B,Fa,,,15x11,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3889
3890,a2010,zT,K,T,,,15x11,hoch,,,UoG,P,AP,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3890
3891,a2012,C,T,B,,,15x11,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H3,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3891
3892,a2016,B,,,,,15x11,hoch,,,Gs,AX,P,Ljg,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H2,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3892
3893,a2012,T,,,,,15x11,hoch,,,U,Ljg,,,,"35er Gruppe (Block 5 horizontal, 7 vertikal)",H4,gr,ParRM,,"""Les jours gigantesques"" (d'après René Magrite)",,,,,3893
